files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.82  T=0.00 s (1542.0 files/s, 40606.6 lines/s)"
4,C/C++ Header,18,0,111
1,C++,3,0,12
1,CMake,4,0,10
6,SUM,25,0,133
